mab_uid	mab_name	Protein_RefID	virus_id	virus_name	Family	Organism	Species	Epitope	pubmed_id	Target Protein	Target type	Target	Target name	Assay type	Assay	Quantitative measure	Unit	disease_id
1272_MZ4	MZ4	"PDB: 6NIU; PDB: 6MTY"	11070	DENV4	Flavivirus	West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	WNV	"Envelope protein E; DI/DIII linker region"	32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	238.9	ng/ml	12206
1273_MZ54	MZ54		11082	WNV	Flavivirus	West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	WNV	"Envelope protein E; Fusion loop; This antibody neutralizes ZIKV and DENV1-4 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"		ng/ml	2366
1274_MZ56	MZ56		11082	WNV	Flavivirus	West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	WNV	"Envelope protein E; Fusion loop; This antibody neutralizes ZIKV and DENV1-4 strains."	32015557	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"		ng/ml	2366
1275_EDE1-C8	EDE1-C8		11082	WNV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	2366
1276_EDE1-C8	EDE1-C8		11072	JEV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	10844
1277_EDE1-C8	EDE1-C8		11089	YFV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	9682
1278_EDE1-C8	EDE1-C8		64320	ZIKV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	104.3	ng/ml	60478
1279_EDE1-C8	EDE1-C8		11053	DENV1					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	23.4	ng/ml	12205
1280_EDE1-C8	EDE1-C8		11060	DENV2					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50	ng/ml	12206
1281_EDE1-C8	EDE1-C8		11069	DENV3					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	51.8	ng/ml	12206
1282_EDE1-C8	EDE1-C8		11070	DENV4	Flavivirus	West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	WNV		32015557	"Genome polyprotein; Envelope protein E"	Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	146.6	ng/ml	12206
1283_EDE2-A11	EDE2-A11		11082	WNV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	2366
1284_EDE2-A11	EDE2-A11		11072	JEV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	10844
1285_EDE2-A11	EDE2-A11		11089	YFV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	9682
1286_EDE2-A11	EDE2-A11		64320	ZIKV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	511.7	ng/ml	60478
1287_EDE2-A11	EDE2-A11		11053	DENV1					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	9.9	ng/ml	12205
1288_EDE2-A11	EDE2-A11		11060	DENV2					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	14.7	ng/ml	12206
1289_EDE2-A11	EDE2-A11		11069	DENV3					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	8.5	ng/ml	12206
1290_EDE2-A11	EDE2-A11		11070	DENV4					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	6.5	ng/ml	12206
1291_Z004	Z004		11082	WNV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	2366
1292_Z004	Z004		11072	JEV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	10844
1293_Z004	Z004		11089	YFV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	9682
1294_Z004	Z004		64320	ZIKV					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	1.4	ng/ml	60478
1295_Z004	Z004		11053	DENV1					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	1.8	ng/ml	12205
1296_Z004	Z004		11060	DENV2					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	12206
1297_Z004	Z004		11069	DENV3					32015557		Protein		"Genome polyprotein; Envelope protein E"	Neutralization	"ELISA; X-ray crystallography (IC50)"	50000	ng/ml	12206
1298_Z004	Z004		11070	DENV4					32015557		Protein					50000		12206
1299_OA984	OA984	Addgene: 120363	11082	WNV	Flavivirus	West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	WNV	"Envelope protein E (DII-FL region); This antibody neutralizes DENV strains corresponding to all four serotypes."	" 31945137;  24255124"	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q9Q6P4 West Nile virus (strain NY-99) (WNV) (West Nile virus (strain NY-1999))	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			2366
1300_SC4271	SC4271		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: Q1PSK3 West Nile virus (WNV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			2366
1301_SC4274	SC4274		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: Q1PSK3 West Nile virus (WNV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			2366
1302_SC4283	SC4283		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: Q1PSK3 West Nile virus (WNV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			2366
1303_SC4289	SC4289		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: Q1PSK3 West Nile virus (WNV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			2366
1304_SC4299	SC4299		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			60478
1305_SC4311	SC4311		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	Envelope protein E	16809304	Genome polyprotein	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	Genome polyprotein	Binding	"ELISA; X-ray crystallography"			60478
1306_SC4325	SC4325		64320	ZIKV	Flavivirus	Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	ZIKV	Envelope protein E	16809304	"Genome polyprotein; Envelope protein E"	Protein	UniProt: A0A024B7W1 Zika virus (isolate ZIKV/Human/French Polynesia/10087PF/2013) (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1307_SC4353	SC4353		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	16809304	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1308_SC4361	SC4361		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	16809304	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1309_SC4368	SC4368		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	16809304	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"			60478
1310_SC4374	SC4374		64320	ZIKV	Flavivirus	Zika virus (ZIKV)	ZIKV	Envelope protein E	16809304	"Genome polyprotein; Envelope protein E"	Protein	UniProt: Q32ZE1 Zika virus (ZIKV)	"Genome polyprotein; Envelope protein E"	Binding	"ELISA; X-ray crystallography"	2.1		60478
1311_SC4375	SC4375		11053	DENV1				Envelope protein E	16809304		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	40		12205
1312_sdAb A1	sdAb A1		11060	DENV2				"E glycoprotein; Domain III"	35432292		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	2.4		12206
1313_sdAb A10	sdAb A10		11069	DENV3				"E glycoprotein; Domain III"	35432292		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	4		12206
1314_sdAb A6	sdAb A6		11070	DENV4				"E glycoprotein; Domain III"	35432292		Protein			Neutralization	ELISPOT-MNT (IC50)	1.5		12206
1315_sdAb A9	sdAb A9		11053	DENV1				"E glycoprotein; Domain III"	35432292		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	1		12205
1316_ZIKV-195	ZIKV-195	PDB: 6MID	64320	ZIKV				Envelope protein E	30642974		Protein	"ZIKV strains of African (Dakar 41525 and MR 766); Asian (H/PF/2013 and Malaysia P6740); and American origin"		Neutralization	ELISPOT-MNT (IC50)	600	_g/ml	60478
1317_ZIKV-195	ZIKV-195	PDB: 6MID	11060	DENV2				Envelope protein E	30642974		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	10.2	_g/ml	12206
1318_ZK2B10	ZK2B10	PDB: 6JEP	64320	ZIKV				"Envelope protein E; DIII domain"	" 29719255;  30893607"		Protein			Neutralization	ELISPOT-MNT (IC50)	0.1	_g/ml	60478
1319_ZK2B10	ZK2B10	PDB: 6JEP	11069	DENV3				"Envelope protein E; DIII domain"	" 29719255;  30893607"		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	1.6		12206
1320_ZKA190	ZKA190	PDB: 5Y0A	64320	ZIKV				"Envelope protein E; DIII domain"	" 28938115;  27417494"		Protein			Neutralization	ELISPOT-MNT (IC50)	0.6	ng/ml	60478
1321_ZKA190	ZKA190	PDB: 5Y0A	11070	DENV4				"Envelope protein E; DIII domain"	" 28938115;  27417494"		Protein			Neutralization	ELISPOT-MNT (IC50)	1.5	_g/ml	12206
1322_ZV-2	ZV-2	PDB: 5KVD	11053	DENV1				"Envelope protein E DIII; ABDE sheet"	27475895		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	0.2		12205
1323_ZV-48	ZV-48	PDB: 5KVE	11060	DENV2				"Envelope protein E DIII; C-C loop"	27475895		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	0.5		12206
1324_ZV-64	ZV-64	PDB: 5KVF	11069	DENV3				"Envelope protein E DIII; C-C loop"	27475895		Protein	PDB: 1uzg		Neutralization	ELISPOT-MNT (IC50)	2.7		12206
1325_ZV-67	ZV-67	PDB: 5KVG	11070	DENV4				"Envelope protein E DIII; lateral ridge"	27475895		Protein			Neutralization	ELISPOT-MNT (IC50)			12206
1326_hMAb 4.8A	hMAb 4.8A							23077306	23077306									missing
1327_hMAb 4.8A	hMAb 4.8A							23077306	23077306									missing
1328_hMAb 4.8A	hMAb 4.8A							23077306	23077306									missing
1329_hMAb 4.8A	hMAb 4.8A							23077306	23077306									missing
1330_hMAbD11C	hMAbD11C								23077306									missing
1331_hMAbD11C	hMAbD11C								23077306									missing
1332_hMAbD11C	hMAbD11C								23077306									missing
1333_hMAbD11C	hMAbD11C								23077306									missing
1334_hMAB 1.6D	hMAB 1.6D								23077306									missing
1335_hMAB 1.6D	hMAB 1.6D								23077306									missing
1336_hMAB 1.6D	hMAB 1.6D								23077306									missing
1337_hMAB 1.6D	hMAB 1.6D								23077306									missing
1338_5A7	5A7		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	200	_g/ml	12206
1339_3C1	3C1		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	200	_g/ml	12206
1340_7G4	7G4		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	121	_g/ml	12206
1341_3E4	3.00E+04		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	91	_g/ml	12206
1342_5D9	5D9		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.58	_g/ml	12206
1343_5H2	5H2		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.24	_g/ml	12206
1344_1F2	1F2		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		1507894	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	200	_g/ml	12206
1345_CR4268	CR4268		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	2366
1346_CR4271	CR4271		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	2366
1347_CR4274	CR4274		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	2366
1348_CR4283	CR4283		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	2366
1349_CR4294	CR4294		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50		_g/ml	2366
1350_CR4289	CR4289		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2.62	_g/ml	2366
1351_CR4299	CR4299		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.78	_g/ml	2366
1352_CR4311	CR4311		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2.91	_g/ml	2366
1353_CR4325	CR4325		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	1.45	_g/ml	2366
1354_CR4353	CR4353		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.03	_g/ml	2366
1355_CR4361	CR4361		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2.03	_g/ml	2366
1356_CR4368	CR4368		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2.05	_g/ml	2366
1357_CR4374	CR4374		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.18	_g/ml	2366
1358_CR4375	CR4375		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.17	_g/ml	2366
1359_7H2	7H2		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0	_g/ml	2366
1360_6B6C-1	6B6C-1		11082	WNV	Flavivirus	West Nile virus (WNV)	WNV		16809304	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.7	_g/ml	2366
1361_3H5 	3H5 		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	5.4	ng/ml	12206
1362_M8051122  	M8051122  		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	4	ng/ml	12206
1363_9F16	9F16		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	6	ng/ml	12206
1364_  2Q1899 	  2Q1899 		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	5.9	ng/ml	12206
1365_ IP-05-143 	 IP-05-143 		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	5.6	ng/ml	12206
1366_GTX77558	GTX77558		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	1.7	ng/ml	12206
1367_  5C36	  5C36		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17719070	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	12.8	ng/ml	12206
1368_1F1	1F1		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.01	_g/ml	12206
1369_3H5-1	3H5-1		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.18	_g/ml	12206
1370_6B6-10	6B6-10		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.07	_g/ml	12206
1371_9A3D-8	9A3D-8		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.03	_g/ml	12206
1372_M8051122  	M8051122  		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2	_g/ml	12206
1373_9F16	9F16		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.8	_g/ml	12206
1374_9F11	9F11		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2	_g/ml	12206
1375_2Q1899	2Q1899		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	5	_g/ml	12206
1376_9D12	9D12		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	2	_g/ml	12206
1377_1A1D-2	1A1D-2		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	0.3	_g/ml	12206
1378_5A2-7	5A2-7		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	12206
1379_13D4-1	13D4-1		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	12206
1380_E111	E111		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	12206
1381_E114	E114		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		17881453	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	100	_g/ml	12206
1382_GTX29202 	GTX29202 		11053	DENV1	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	15.9	ng/ml	12205
1382_GTX29202 	GTX29202 		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	6.2	ng/ml	12206
1382_GTX29202 	GTX29202 		11069	DENV3	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	216	ng/ml	12206
1382_GTX29202 	GTX29202 		11070	DENV4	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	1000	ng/ml	12206
1383_GTX77557 	GTX77557 		11053	DENV1	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	11	ng/ml	12205
1383_GTX77557 	GTX77557 		11060	DENV2	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	4.4	ng/ml	12206
1383_GTX77557 	GTX77557 		11069	DENV3	Flavivirus	Debgue Virus (DENV)	DENV		18562544	"Genome polyprotein; Envelope protein E"	Protein			Neutralization	PRNT50	146	ng/ml	12206
